time_stamp;alpha;title
2008-02-12;-0.0009384771054925523;RWE not worried about foreign sovereign wealth fund acquiring stake in co - CEO
2008-02-13;0.002457024083925674;RWE not worried about foreign sovereign wealth fund acquiring stake in co - CEO
2008-02-14;-0.0032525285404885196;Excelerate Energy to Form Partnership With RWE German utility to acquire 50-percent stake in leading LNG innovator RWE acquires 50 pct stake in Excelerate Energy for 500 mln usd RWE AG agreed to acquire a minority stake in Excelerate Energy LLC German RWE To Acquire 50 Pct in U.S. Excelerate for $500 Mln
2008-02-15;0.0010089371704156136;RWE 's creates Supply & Trading unit, to start business ops on April 1 RWE completes first electricity auction under agreement with cartel office Ver.di head plans to curb power of RWE 's management - report
2008-02-18;-0.00816633354728502;North Rhine-Westphalia to lose blocking minority in RWE by 2010 - report
2008-02-19;0.004952835803423206;RWE to invest 20 mln eur to equip households with intelligent electric meters Iberdrola declines comment on RWE bid rumour RWE cooperates with municipalities in Hamm power plant construction German RWE To Build Hard-Coal Power Plant in Hamm German RWE Starts Installation of 'Intelligent' Electricity Meters
2008-02-20;-0.00739333617923954;German utility RWE launches euro2.5B buyback of its shares RWE proposes 2 Dutch offshore wind farms with total 2,000 MW capacity German utility RWE launches €2.5B buyback of its shares RENEWABLES - German RWE To Build 2 Wind Farms in the Netherlands RWE FY div 3.15 eur/shr German RWE To Repurchase Shares For Up To 2.5 Bln Euro RWE to buy back up to 2.5 bln eur worth of own shares from Feb 21
2008-02-21;-0.01442303135742673;RENEWABLES - German Repower, RWE Innogy To Negotiate 1,900 MW Contracts euro adhoc: REpower Systems AG / other / REpower and RWE Innogy agree on negotiations for framework agreements for up to 1,900 megawatts RWE , REpower seek agreement on contracts worth up to 1,900 MW by year-end ots news: REpower Systems AG / REpower and RWE Innogy agree on ...
2008-02-22;-0.04027886009213333;"GERMAN STOCKS: Equinet Keeps ""Hold"" on RWE RWE to invest EUR 30 billion to 2012 as adjusted net profit rises 21% in 2007 RWE board to seek approval for capital increase to fund acquisitions - report German utility RWE says 2007 profit slipped to €2.6 billion German utility RWE says 2007 profit slipped to euro2.6 billion German utility RWE says its 2007 profit slipped from results inflated by a gain a year earlier German RWE 2007 Operating Profit 6.35 Bln Euro ROUNDUP RWE full-year results, cautious 2008 guidance disappoint RWE expects 1-1.5 bln eur annual emission costs until 2012 - CEO RWE FY adjusted net profit up 20.7 pct to 2.97 bln eur on generation, trading RWE in concrete talks to make acquisition in Turkey - CEO"
2008-02-25;-0.011640819394154178;"RWE , EnBW, Gaz de France interested in buying up to 30 pct of EWE - report RWE , EnBW decline to comment on press report about interest in EWE stake RWE 's 'A+' rating on negative watch on announced leverage increase - S&P German RWE Power , Osram Enter Energy Efficiency Cooperation in India S&P Places German RWE On CreditWatch Negative GERMAN STOCKS: WestLB Lowers RWE to ""Add"", Cuts Price Target RWE 's outlook cut to negative on 2007 results, share buyback plan - Moody's"
2008-02-26;-0.01267741638607145;"RWE , EnBW, Gaz de France interested in buying up to 30 pct of EWE - report RWE , EnBW decline to comment on press report about interest in EWE stake RWE 's 'A+' rating on negative watch on announced leverage increase - S&P German RWE Power , Osram Enter Energy Efficiency Cooperation in India S&P Places German RWE On CreditWatch Negative GERMAN STOCKS: WestLB Lowers RWE to ""Add"", Cuts Price Target RWE 's outlook cut to negative on 2007 results, share buyback plan - Moody's"
2008-02-27;0.00028401027903068865;UPDATE - German RWE CEO Urges For More Power Plant Building Permits RWE plans to enter wind energy through replacement of wind park turbines RWE outlook cut to negative on new strategic plan - Fitch German RWE Will Not Raise Prices in 2008 - CEO
2008-02-28;0.008321576465317726;RWE denies press report it considers selling its power grid German RWE Denies Plans for Transmission Networks Sale
2008-02-29;0.01793561893773976;Czech RWE Transgas To Hike Gas Prices for Households April 2008
2008-03-03;-0.004307786615536102;German RWE Gets District Approval for Power Plant Construction in Hamm RWE receives clearance to build hard-coal plant in Hamm, Germany
2008-03-04;0.007605682692481075;German RWE Gets District Approval for Power Plant Construction in Hamm RWE receives clearance to build hard-coal plant in Hamm, Germany
2008-03-05;-0.022509297888350766;German RWE To Seek Participation in Romanian Nuclear Plant Construction RENEWABLES - German RWE Innogy Acquires 300 MW Wind Farm Projects in Hungary RWE acquires Hungarian wind park projects with 300 MW capacity
2008-03-06;0.02785553773307292;German RWE To Seek Participation in Romanian Nuclear Plant Construction RENEWABLES - German RWE Innogy Acquires 300 MW Wind Farm Projects in Hungary RWE acquires Hungarian wind park projects with 300 MW capacity
2008-03-07;-0.0009766314533274922;German RWE To Hold 15 Pct in Romanian Nuclear Power Plant Project
2008-03-10;0.023834586074149122;German RWE To Hold 15 Pct in Romanian Nuclear Power Plant Project
2008-03-11;0.004686754580220942;German RWE To Hold 15 Pct in Romanian Nuclear Power Plant Project
2008-03-12;-0.016778527452585124;Belgian Exmar , German RWE Eye French Suez Stake in Distrigas
2008-03-13;0.01633948435795851;Belgian Exmar , German RWE Eye French Suez Stake in Distrigas
2008-03-14;-0.0192764854703249;RWE 's Russian partner Sintez wins in bid to acquire TGK -2 German RWE, Russian Syntez Group To Buy 33.47 Pct in OAO TGK-2 Germany 's RWE wins power auctions in Russia
2008-03-17;0.03674729278199784;German RWE, Eon Likely Candidates For British Energy - Report
2008-03-18;-0.028409756649256046;German RWE To Bid 2.5 Bln Euro for British Energy Stake - Report
2008-03-19;-0.006874296351319309;RWE plans lengthy maintenance for Biblis A to wait out reelections - report
2008-03-20;0.0028466750605673496;RWE plans lengthy maintenance for Biblis A to wait out reelections - report
2008-03-25;-0.02626994855377518;German RWE Unit Raises Heat Pump Customers in 2007 CORRECTION RWE 's IPO of American Water will depend on market conditions, SEC German RWE Signs Gas Sales Deal in Egypt
2008-03-26;0.001146343612483669;RWE to lose safeguard against takeovers as municipalities divest shares - report RENEWABLES - German RWE Innogy Buys 200 MW Wind Farm Projects in Poland German RWE Loses Govt Protection Against Hostile Takeover RWE 's Innogy wins contract to build 200 MW wind farm in Poland
2008-03-27;0.005685974735939681;RENEWABLES - RWE To Install 280 MW Wind Power Capacity in Poland 2010
2008-03-28;0.001482407516779638;RENEWABLES - RWE To Install 280 MW Wind Power Capacity in Poland 2010
2008-03-31;0.0076492085233415;RENEWABLES - RWE To Install 280 MW Wind Power Capacity in Poland 2010
2008-04-01;0.0002582536187745177;German ItN Teams up with RWE Power To Step up Product Line German RWE To Launch American Water On NYSE in Spring 2008 ItN Nanovation signs cooperation agreement with RWE Power Czech RWE, PP Hike Natural Gas Prices by 3.0 Pct April 1, 2008 RWE could float its American Water unit in April - sources
2008-04-02;-0.009332315403553615;RWE approached as possible buyer for Babcock & Brown 's wind farms - report German RWE To Bid for Babcock & Brown European Wind Farms - Report
2008-04-03;0.017275287023450048;RWE approached as possible buyer for Babcock & Brown 's wind farms - report German RWE To Bid for Babcock & Brown European Wind Farms - Report
2008-04-04;-0.004684789895630814;RWE to spend 100 mln eur on new branding over the next three years - report E.ON, RWE , Vattenfall Europe , EnBW under investigation for overcharging - report
2008-04-07;-0.009717575397611533;"Germany govt rejects RWE call to prolong life-span of Biblis A nuclear reactor German Network Agency Probes Eon , RWE , Vattenfall, EnBW on Overcharging GERMAN STOCKS: Morgan Stanley Ups Eon to ""Overweight"", RWE Down to ""Equal-Weight"" German Environment Min Rejects RWE Calls To Prolong Life of Biblis A"
2008-04-08;0.007216947302591592;German RWE Dea 2007 Operating Profit 492 Mln Euro German RWE, UK Centrica To Jointly Bid for British Energy - Report
2008-04-09;0.00478863842425703;German RWE Says Has No Plans To Sell Power Grid RWE to expand gas procurements by 50 pct to 60 bln cubic meters by 2012
2008-04-10;-0.02438361799408373;"Germany 's RWE bids $21.7b for British Energy GERMAN STOCKS: Equinet Keeps ""Hold"" On RWE After Bid for British Energy RWE Makes 13.7 Bln Euro Offer for British Energy - Report"
2008-04-11;0.0031394542011824456;Research and Markets: BHP Billiton, RAG Aktiengesellschaft And RWE AG Remain The Leading Companies Operating In Germanys Coal Industry Research and Markets: BHP Billiton, RAG Aktiengesellschaft and RWE AG Remain the Leading Companies Operating in Germany 's Coal Industry
2008-04-14;0.004630091153964955;Abandoning Coal Sources May Cause Energy Crisis in Germany - RWE CEO
2008-04-15;-0.009429157628381368;Abandoning Coal Sources May Cause Energy Crisis in Germany - RWE CEO
2008-04-16;-0.006403664786869712;RENEWABLES - German RWE, Municipal Utilities To Cooperate in Alternative Energy FCC's Alpine wins 135-mln-euro power plant order from RWE in Germany RWEOY Pays 4.97858 approximate Per Share Record Date 04/21/2008
2008-04-17;0.0003229463317824255;"German RWE To Invest 30 Bln Euro by 2012 RWE expects American Water IPO this month; confirms FY targets"
2008-04-18;-0.06538242406780981;RWE supervisory board scrutinises Belene nuclear power plant plans - report
2008-04-21;-0.00016853510546788186;Siemens wins RWE order for two wind farms in Poland worth 100 mln euros German Siemens Gets 100 Mln Euro Wind Turbine Orders from RWE
2008-04-22;0.0040225023159461415;RWE cuts indicative price range for American Water IPO to $22 - $23 - report Ofgem launches investigation into RWE npower's selling activities
2008-04-23;-0.001097598486853535;RWE sells 36 percent of American Water RWE says Bonekamp will not seek renewal of contract as board member RWE sells 36 percent of American Water , sees charge lowering profit Alstom to Supply Most Advanced Clean Coal Combustion Technology to RWE Power Plant in Germany RWE cuts FY net income forecast, books charges due to American Water IPO Czech Republic 's RWE Gas storage wants to raise reservoir capacity
2008-04-24;0.0009635262423142166;RWE Transgas with profit up 56 pct to Kc12.8bn in 2007 Adds info on dividend in para 3. Major Slice of RWE 's $47 Billion Power Investment Going International, an Industrial Info News Alert Czech RWE Transgas Ups Net Profit 56 Pct 2007 Czech RWE Gas Storage To Expand Capacity by 40 Pct 2013
2008-04-25;-0.011373796580115503;RWE refrains from compulsory redundancies through 2012 - report German RWE To Give Up Forced Layoffs by 2012 - Report RWE CEO's contract allows for early exit if investor buys 30 pct stake - report
2008-04-28;-0.009659455657470062;RWE denies rumoured interest in solar company Conergy RWEOY Pays 4.97858 approximate Per Share Record Date 04/21/2008 RENEWABLES: German RWE Denies Conergy Takeover Rumours
2008-04-29;0.0003968076615858962;RWEOY Pays 4.98172 final Per Share Record Date 04/21/2008
2008-04-30;-0.006476447136135377;RWE to refrain from competitive bidding for takeover targets - CEO
2008-05-02;-0.001963750237806039;German RWE To Quit British Energy Bid After Losing Partner Vattenfall RWE abandons British Energy bid as partner Vattenfall blocked - report
2008-05-05;-0.0025898049462105277;German RWE To Quit British Energy Bid After Losing Partner Vattenfall RWE abandons British Energy bid as partner Vattenfall blocked - report
2008-05-06;0.03262045603568886;RWE says new fixed-price offer has slowed down customer losses German RWE New Offer Slows Loss of Retail Customers
2008-05-07;0.012678286701334862;RWE says new fixed-price offer has slowed down customer losses German RWE New Offer Slows Loss of Retail Customers
2008-05-08;-0.0019311349182640214;German RWE Fears Possible Power Supply Shortage Dutch Imtech Gets 31 Mln Euro Order from German RWE
2008-05-09;-0.002159234750156891;German RWE Not To Bid for British Energy - Sources
2008-05-12;-0.0024792793546426495;German RWE Not To Bid for British Energy - Sources
2008-05-13;-0.007178960787053157;German RWE Not To Bid for British Energy - Sources
2008-05-14;-0.0036472026333278507;German RWE Not To Bid for British Energy - Sources
2008-05-15;0.00017999115928635234;German utility RWE 's 1Q profit falls nearly 49 percent on rising costs to €809 million RWE Q1 operating profit down 11 pct on lower power trading, missing forecasts German RWE Posts 1.4 Bln Euro Adjusted Net Profit Q1 2008 German utility RWE 's 1Q profit falls nearly 49 percent on rising costs to euro809 million German utility RWE 's 1Q profit falls nearly 49 pct RWE lost 200,000 retail power customers in Germany during the first quarter ROUNDUP RWE Q1 misses expectations, but prospects for coming quarters reassure German RWE Loses 200,000 Clients in Q1 2008
2008-05-16;-0.00699286842184943;German RWE To Expand Water Business RWE plans to expand its water operations in Germany , Eastern Europe Germany 's RWE posts $1.25b net income in Q1 RWE says 86 companies took part in 2nd power auction, purchased about 400 MW
2008-05-19;0.014779319515854539;RWE meets opposition to its plans to set up countrywide water business German Regional Utilities Against RWE 's National Water Supplier Notion
2008-05-20;0.000802859616792162;RWE interested in acquiring parts of Babcock & Brown windparks German RWE To Allocate More Billions for Renewables
2008-05-21;0.023890677426622986;RWE interested in acquiring parts of Babcock & Brown windparks German RWE To Allocate More Billions for Renewables
2008-05-22;0.01526126772100067;RWE interested in acquiring parts of Babcock & Brown windparks German RWE To Allocate More Billions for Renewables
2008-05-23;-0.00823942231398167;German RWE, UK SSE Mull Joint Offer for British Energy - Report German RWE Chances for British Energy Rise After Suez Withdrawal Scottish & Southern eyes British Energy bid together with RWE - report CORRECTION EU Commission to rule in probes against E.ON, GdF , RWE - report RWE Power head says emission targets beyond reach without nuclear energy
2008-05-26;0.008175086580659574;RWE rebuffs allegation it is in default of payment in TGK -2 transaction
2008-05-27;0.011407307089737806;RWE Innogy Italia, Fri-El Green Power Sign Energy JV RENEWABLES - RWE Enters Italian Alternative Energy Market, Forms Local JV RWE 's renewables unit creates joint-venture with Italy 's Fri-El Green Power
2008-05-28;0.0021893748177026495;RWE may divest gas pipelines to end dispute with EU - report EU says in talks with RWE on possible solutions to antitrust concerns RWE sells additional American Water stake RWE says banks partially use greenshoe of American Water IPO, raises $108 mln EU discusses antitrust settlement with RWE German RWE Might Offer EC Partial Sale of Gas Network - Report EU says in talks with German power group RWE on settling antitrust case
2008-05-29;0.023682692285134976;RWE may divest gas pipelines to end dispute with EU - report EU says in talks with RWE on possible solutions to antitrust concerns RWE sells additional American Water stake RWE says banks partially use greenshoe of American Water IPO, raises $108 mln EU discusses antitrust settlement with RWE German RWE Might Offer EC Partial Sale of Gas Network - Report EU says in talks with German power group RWE on settling antitrust case
2008-05-30;-0.01560178047939953;Czech RWE Transgas To Hike Gas Price for Households July 2008 RWE agrees to EU to divest German gas transmission network - report RWE agrees to sell gas transportation network to settle EU antitrust proceedings RWE agrees to sell gas transportation network to settle EU concerns
2008-06-02;0.009346626435238647;RWE Completes Acquisition of 50 Pct Stake in U.S. Excelerate German RWE Supervisory Board Approves Gas Network Sale EU welcomes RWE plan to sell gas transportation network RWE prefers swap of German gas grid for foreign assets over sale - CEO RWE 's plans to grow gas business unaffected by sale of gas grid - report RWE acquires 25 percent in Dutch Topell to invest in biomass coal RENEWABLES - RWE Buys Into Dutch Biocoal Production Innovator Topell
2008-06-03;0.013499589883760876;"German Utility RWE AG Downgraded To 'A' On High Investment Plans; Off Watch; Outlook Stable Germany 's Glos says EU deals with E.ON, RWE in legal grey area S&P Downgrades German RWE to A on High Investment Plans RWE AG downgraded to 'A' with stable outlook on big investment plans - S&P"
2008-06-04;-0.0021193757677808733;Albania to decide between ENEL and PPC - RWE JV for new power plant sources
2008-06-05;-0.008687972800299981;Albania to decide between ENEL and PPC - RWE JV for new power plant sources
2008-06-06;0.005882472255837712;RWE plans to build six wind-power projects in Czech Republic RENEWABLES - RWE To Set Up 100 MW Wind Power Plants in Czech Republic RENEWABLES: German RWE Innogy Buys Six Wind Farm Projects in Czech Republic
2008-06-09;0.010395980517754033;RWE acquires Spanish wind energy provider Urvasco Energia for undisclosed sum RENEWABLES - RWE Innogy Acquires Spanish Urvasco Energia RENEWABLES - German RWE Innogy Boosts Wind Power Capacity in Spain to 350 MW
2008-06-10;0.015045019602297316;RWE acquires Spanish wind energy provider Urvasco Energia for undisclosed sum RENEWABLES - RWE Innogy Acquires Spanish Urvasco Energia RENEWABLES - German RWE Innogy Boosts Wind Power Capacity in Spain to 350 MW
2008-06-11;0.001077723880504422;RWE acquires Spanish wind energy provider Urvasco Energia for undisclosed sum RENEWABLES - RWE Innogy Acquires Spanish Urvasco Energia RENEWABLES - German RWE Innogy Boosts Wind Power Capacity in Spain to 350 MW
2008-06-12;-0.01614803607565296;German RWE Still Interested in British Energy RWE will build more power stations in Poland RWE to build power plant in Poland German RWE To Build 800 MW Coal-Fired Plant in Poland RWE still considering British Energy bid despite Iberdrola pullout - source German utility RWE to build US$2.32 billion coal fired power plant in Wola, Poland RWE , Poland 's Kompania Weglowa sign contract to build 1.5 bln euro power plant
2008-06-13;-0.012743517751206745;German RWE To Annually Reduce Costs by 1.0 Bln Euro by 2012 - Report
2008-06-16;-0.003611281693995494;German RWE To Annually Reduce Costs by 1.0 Bln Euro by 2012 - Report
2008-06-17;-0.009549643586680645;German RWE To Annually Reduce Costs by 1.0 Bln Euro by 2012 - Report
2008-06-18;0.016442092897586136;German RWE To Annually Reduce Costs by 1.0 Bln Euro by 2012 - Report
2008-06-19;0.011805186798641287;German RWE Seeks To Acquire Polish Coal Mine - Report Experts Recommend Bonus Certificate On German RWE
2008-06-20;-0.007414149594777264;German RWE Seeks To Acquire Polish Coal Mine - Report Experts Recommend Bonus Certificate On German RWE
2008-06-23;0.009175347953816804;French Suez Unit, German RWE Vie Over Operating NPP in Bulgaria RWE submits binding offer for stake in NEK's Belene power plant project
2008-06-24;-0.006142806872308171;French Suez Unit, German RWE Vie Over Operating NPP in Bulgaria RWE submits binding offer for stake in NEK's Belene power plant project
2008-06-25;-0.010527144301054392;MVM, RWE unit to build $1.3b Plant in Hungary
2008-06-26;0.020510768671907265;MVM, RWE unit to build $1.3b Plant in Hungary
2008-06-27;0.009034313854699327;MVM, RWE unit to build $1.3b Plant in Hungary
2008-06-30;0.016571670487144807;"German RWE Confirms 1.0 Bln Euro Saving Target by 2010 GERMAN STOCKS - Unicredit Keeps ""Hold"" on RWE RWE says delaying nuclear phase-out would help ease energy prices"
2008-07-01;0.022189915406527483;GERMAN STOCKS - J. P. Morgan Raises RWE Target to 105 Euro
2008-07-02;0.01144011932143929;GERMAN STOCKS - J. P. Morgan Raises RWE Target to 105 Euro
2008-07-03;-0.01121056821563915;RWE to invest 2.2 bln euros in German power grid - report RWE To Invest 2.2 Bln Euro in Network Expansion
2008-07-04;-1.7441849568200496e-05;"GERMAN STOCKS - Sal. Oppenheim Keeps ""Buy"" on RWE German RWE Concerned About Russian TGK-2 Acquisition RWE 's Russian TGK -2 acquisition on the brink of collapse - report RWE doubles cost cuts target to 1.2 bln euros, to shed 700 jobs by 2012 - report"
2008-07-07;-0.0045978342674377615;RWE still interested in taking stake in Russia 's TGK -2 RWE To Continue Talks for TGK-2 Takeover Despite Sintez - Report German RWE Hikes Costs Saving Target To 1.2 Bln Euro by 2012 - Report
2008-07-08;0.013644244435892183;E.ON, RWE would see high cashflow if German reactor life-spans extended - report
2008-07-09;-0.028350030850096353;E.ON, RWE would see high cashflow if German reactor life-spans extended - report
2008-07-10;-0.00015415206117719293;RWE says prepared to manage joint German power grid holding German RWE To Keep Biblis A NPP On by 2010 - Report RWE to shut down Biblis A reactor for maintenance during four months in 2009 RWE offers to manage joint German power grid holding
2008-07-11;0.012092197860344989;EnBW, Vattenfall reject RWE 's offer to operate joint power grid holding
2008-07-14;-0.011464145738624865;E.ON joins peers in rejecting RWE 's offer to operate joint power grid holding RWE to raise gas prices by an average 25 percent to offset higher costs German RWE To Hike Gas Prices by 25 Pct from September
2008-07-15;0.012703795879213331;E.ON joins peers in rejecting RWE 's offer to operate joint power grid holding RWE to raise gas prices by an average 25 percent to offset higher costs German RWE To Hike Gas Prices by 25 Pct from September
2008-07-16;-0.008410783976485092;E.ON joins peers in rejecting RWE 's offer to operate joint power grid holding RWE to raise gas prices by an average 25 percent to offset higher costs German RWE To Hike Gas Prices by 25 Pct from September
2008-07-17;-0.020337640735847984;E.ON joins peers in rejecting RWE 's offer to operate joint power grid holding RWE to raise gas prices by an average 25 percent to offset higher costs German RWE To Hike Gas Prices by 25 Pct from September
2008-07-18;-0.036445780710750775;E.ON joins peers in rejecting RWE 's offer to operate joint power grid holding RWE to raise gas prices by an average 25 percent to offset higher costs German RWE To Hike Gas Prices by 25 Pct from September
2008-07-21;-0.00408193830195458;
2008-07-22;0.01858727379998193;
2008-07-23;-0.03259762617841222;
2008-07-24;0.001481144143676616;
2008-07-25;0.006326022591720992;
2008-07-28;0.0012668259688579653;
2008-07-29;0.0037135568994397516;RWE confirms talks with Poland 's PGNiG, declines to give details
2008-07-30;-0.005571806077969477;RWE confirms talks with Poland 's PGNiG, declines to give details
2008-07-31;0.010882621786489466;Global Petroleum says operator RWE asks for 2 month extension on Malta project
2008-08-01;-5.6373633493755904e-05;Global Petroleum says operator RWE asks for 2 month extension on Malta project
2008-08-04;0.008373712789691012;Global Petroleum says operator RWE asks for 2 month extension on Malta project
2008-08-05;-0.0203426923706731;Global Petroleum says operator RWE asks for 2 month extension on Malta project
2008-08-06;-0.017450803009516846;
2008-08-07;0.010771369729406288;RENEWABLES: RWE To Build Offshore Wind Farms in Germany Preparations for RWE power station construction in Poland RWE wants to build 2-3 giant offshore wind parks off the German coasts
2008-08-08;-0.0069807151961436276;RENEWABLES: RWE To Build Offshore Wind Farms in Germany Preparations for RWE power station construction in Poland RWE wants to build 2-3 giant offshore wind parks off the German coasts
2008-08-11;-0.01748776860225565;Dutch Gasunie says 'will look' at RWE 's gas transportation network - CEO
2008-08-12;-0.0002682983814805695;Norwegian IntelliSearch Wins Three-Year Deal from German RWE Dea
2008-08-13;0.008042900300833544;Norwegian IntelliSearch Wins Three-Year Deal from German RWE Dea
2008-08-14;-0.013089985516011815;"GERMAN STOCKS - Deutsche Bank Keeps ""Buy"" on RWE German RWE H1 Net Profit Down To 2.1 Bln Euro RWE 2Q profit down sharply RWE H1 opg profit falls on lower trading results, matching expectations RWE 2Q net profit down 67 percent to euro347M RWE could hike mid-term guidance next year on higher power prices - CFO"
2008-08-15;-0.011641157176929262;E.on, RWE Drop Plans To Merge L-Gas Market Areas in Germany
2008-08-18;0.000650705144354724;E.on, RWE Drop Plans To Merge L-Gas Market Areas in Germany
2008-08-19;0.018785758847485567;E.on, RWE Drop Plans To Merge L-Gas Market Areas in Germany
2008-08-20;-3.928066181835277e-05;"GERMAN STOCKS - Citigroup Affirms ""Buy"" On RWE"
2008-08-21;0.01440586231926222;"GERMAN STOCKS - Citigroup Affirms ""Buy"" On RWE"
2008-08-22;-0.0023014655361111025;"GERMAN STOCKS - Citigroup Affirms ""Buy"" On RWE"
2008-08-25;-0.006716176488601455;German RWE Rejects Plans for Power Discount Rates German regulator launches steps against RWE , E.ON, 3 other gas distributors RWE rejects German minister Seehofer's budget power plans
2008-08-26;0.0020795555704653523;German RWE Rejects Plans for Power Discount Rates German regulator launches steps against RWE , E.ON, 3 other gas distributors RWE rejects German minister Seehofer's budget power plans
2008-08-27;0.00650910483042022;German RWE Rejects Plans for Power Discount Rates German regulator launches steps against RWE , E.ON, 3 other gas distributors RWE rejects German minister Seehofer's budget power plans
2008-08-28;-0.012064714647662456;German RWE Rejects Plans for Power Discount Rates German regulator launches steps against RWE , E.ON, 3 other gas distributors RWE rejects German minister Seehofer's budget power plans
2008-08-29;0.0031326708021293115;German Daimler, RWE Plan Electric Car JV German RWE To Build Power Plant in Huerth
2008-09-01;-0.0033288602262331324;RENEWABLES: German RWE Innogy To Inject 7.4 Mln Euro in British Quiet Revolution
